Employee_ID,Dept_ID,Status,Salary,Performance_Score,Remote_Work
EMP1260,D18,Pending,103469.97,Good,True
EMP1261,D12,Active,88725.6,Average,True
EMP1263,D23,Inactive,60098.72,Excellent,True
EMP1265,D12,Active,115195.81,Good,True
EMP1269,D07,Active,94031.77,Excellent,True
EMP1270,D31,Active,116374.36,Excellent,False
EMP1271,D26,Active,98335.02,Excellent,False
EMP1272,D31,Pending,89262.07,Poor,True
EMP1274,D07,Active,69530.45,Poor,True
EMP1275,D31,Pending,84230.22,Good,True
EMP1276,D11,Pending,76578.59,Average,False
EMP1277,D20,Inactive,55532.06,Excellent,True
EMP1278,D24,Pending,115311.68,Excellent,True
EMP1279,D27,Pending,66972.06,Good,True
EMP1280,D34,Inactive,100215.06,Average,True
EMP1281,D16,Inactive,115452.25,Poor,False
EMP1282,D21,Inactive,54141.38,Average,False
EMP1284,D28,Pending,114822.78,Good,True
EMP1285,D12,Active,69919.32,Average,True
EMP1286,D07,Inactive,106616.97,Poor,False
EMP1287,D31,Active,73597.85,Poor,True
EMP1288,D27,Inactive,79939.23,Excellent,True
EMP1290,D19,Inactive,90772.25,Average,False
EMP1291,D31,Active,58275.74,Good,False
EMP1294,D08,Inactive,87626.24,Good,True
EMP1295,D08,Active,81272.36,Poor,False
EMP1297,D07,Active,64378.1,Poor,False
EMP1300,D04,Active,74117.02,Poor,False
EMP1301,D09,Inactive,62598.69,Average,True
EMP1302,D17,Inactive,55617.5,Excellent,True
EMP1303,D05,Pending,87018.98,Good,True
EMP1304,D33,Inactive,100336.58,Excellent,True
EMP1305,D25,Inactive,69295.48,Excellent,False
EMP1306,D29,Pending,115536.66,Excellent,True
EMP1307,D34,Pending,81250.87,Excellent,False
EMP1308,D30,Inactive,66403.75,Good,False
EMP1309,D22,Active,114147.79,Excellent,False
EMP1310,D06,Pending,65472.99,Good,False
EMP1312,D35,Inactive,86712.41,Average,True
EMP1313,D26,Active,87654.98,Poor,False
EMP1314,D31,Inactive,89367.02,Poor,False
EMP1315,D18,Active,95269.41,Good,True
EMP1316,D27,Active,68792.31,Average,False
EMP1317,D10,Pending,89119.53,Good,True
EMP1318,D05,Active,58212.13,Good,False
EMP1319,D08,Pending,77764.24,Good,True
EMP1320,D17,Pending,75148.17,Average,False
EMP1321,D15,Inactive,108781.18,Poor,False
EMP1322,D09,Pending,65489.19,Average,True
EMP1324,D16,Inactive,95822.56,Average,False
EMP1325,D35,Pending,82258.03,Average,True
EMP1326,D02,Pending,62883.34,Average,False
EMP1328,D31,Active,85401.3,Poor,True
EMP1331,D11,Active,63435.24,Poor,False
EMP1332,D09,Inactive,82129.84,Average,False
EMP1333,D30,Pending,95492.61,Good,False
EMP1334,D32,Inactive,94572.37,Good,False
EMP1335,D13,Inactive,118413.05,Poor,False
EMP1336,D02,Pending,68976.65,Poor,True
EMP1342,D18,Pending,80229.36,Excellent,False
EMP1343,D22,Active,55145.47,Good,False
EMP1345,D21,Active,56110.81,Good,False
EMP1346,D34,Inactive,56514.5,Average,False
EMP1347,D33,Inactive,104541.84,Good,False
EMP1349,D14,Active,69317.33,Good,False
EMP1350,D06,Pending,84706.17,Average,False
EMP1351,D18,Active,73255.21,Average,False
EMP1352,D26,Pending,59528.71,Poor,False
EMP1353,D06,Inactive,70401.37,Good,True
EMP1356,D19,Pending,107327.59,Poor,False
EMP1357,D02,Inactive,67687.72,Excellent,True
EMP1358,D03,Pending,90757.08,Good,True
EMP1360,D02,Pending,61643.69,Good,True
EMP1361,D09,Active,68111.69,Poor,False
EMP1362,D26,Inactive,97568.88,Average,True
EMP1363,D03,Active,79118.28,Poor,True
EMP1364,D21,Inactive,104898.9,Excellent,True
EMP1365,D03,Pending,81671.3,Poor,True
EMP1366,D33,Pending,97399.75,Excellent,False
EMP1368,D31,Active,96011.55,Average,True
EMP1369,D07,Inactive,99331.49,Excellent,False
EMP1371,D27,Inactive,77204.75,Good,True
EMP1372,D26,Pending,106961.68,Poor,False
EMP1374,D36,Active,77192.43,Excellent,False
EMP1375,D25,Pending,98540.3,Good,False
EMP1377,D03,Active,107065.12,Average,False
EMP1378,D29,Inactive,108792.43,Poor,True
EMP1380,D27,Inactive,85756.42,Average,True
EMP1382,D35,Active,111236.69,Excellent,True
EMP1383,D03,Active,106832.22,Good,True
EMP1385,D22,Pending,91780.04,Poor,True
EMP1386,D22,Pending,107062.66,Good,True
EMP1387,D36,Active,110625.52,Excellent,True
EMP1388,D29,Inactive,90419.79,Average,True
EMP1389,D09,Pending,111608.76,Good,True
EMP1390,D17,Inactive,50173.12,Poor,False
EMP1391,D35,Pending,109507.44,Good,False
EMP1392,D28,Inactive,72600.56,Excellent,False
EMP1394,D05,Inactive,50047.32,Good,False
EMP1395,D01,Active,115290.79,Poor,False
EMP1396,D33,Pending,61586.76,Excellent,False
EMP1397,D13,Active,56662.86,Average,True
EMP1399,D13,Active,54957.98,Excellent,True
EMP1400,D21,Inactive,76790.47,Excellent,True
EMP1401,D11,Pending,92722.35,Excellent,False
EMP1402,D35,Active,93125.32,Average,False
EMP1403,D05,Active,101100.64,Average,False
EMP1404,D24,Inactive,55897.41,Poor,False
EMP1405,D01,Active,92484.88,Good,True
EMP1406,D30,Active,77011.99,Average,True
EMP1408,D27,Active,82971.02,Good,False
EMP1409,D04,Active,65102.01,Average,True
EMP1411,D08,Pending,60687.63,Excellent,False
EMP1413,D29,Pending,66704.62,Poor,True
EMP1414,D32,Pending,71650.3,Poor,True
EMP1415,D15,Active,50794.54,Good,True
EMP1417,D33,Inactive,86669.79,Excellent,True
EMP1418,D32,Inactive,84972.7,Poor,True
EMP1419,D20,Pending,100594.49,Average,False
EMP1420,D05,Active,75478.35,Excellent,False
EMP1421,D27,Pending,79355.85,Good,False
EMP1422,D20,Pending,58358.07,Poor,True
EMP1423,D10,Active,54824.85,Average,False
EMP1424,D20,Pending,50557.84,Average,True
EMP1427,D15,Inactive,101665.79,Poor,True
EMP1429,D05,Pending,99059.28,Poor,False
EMP1431,D31,Active,68269.37,Excellent,False
EMP1432,D26,Inactive,55228.12,Poor,True
EMP1433,D05,Inactive,71982.33,Average,False
EMP1434,D19,Inactive,109673.75,Excellent,False
EMP1436,D04,Pending,68211.68,Good,False
EMP1437,D32,Pending,67489.68,Poor,False
EMP1438,D34,Active,63869.31,Good,False
EMP1440,D33,Active,115959.65,Excellent,True
EMP1441,D09,Inactive,79866.48,Excellent,True
EMP1442,D26,Active,92987.46,Excellent,True
EMP1443,D32,Inactive,56140.51,Average,False
EMP1444,D08,Active,119586.11,Average,True
EMP1445,D01,Inactive,104700.46,Good,True
EMP1446,D06,Active,91798.14,Good,False
EMP1447,D32,Inactive,90879.22,Good,False
EMP1448,D02,Active,87358.27,Poor,False
EMP1449,D07,Inactive,119407.93,Excellent,True
EMP1453,D07,Active,114252.73,Good,False
EMP1454,D31,Inactive,51533.9,Poor,True
EMP1455,D22,Active,99317.66,Poor,False
EMP1456,D21,Active,101264.64,Average,False
EMP1457,D02,Pending,112272.02,Poor,False
EMP1458,D08,Active,71477.63,Good,True
EMP1459,D30,Pending,77412.1,Poor,False
EMP1460,D22,Pending,94775.27,Average,False
EMP1461,D36,Active,74276.71,Excellent,True
EMP1462,D09,Inactive,67467.86,Good,True
EMP1463,D30,Active,80675.41,Excellent,False
EMP1464,D17,Inactive,76274.33,Average,False
EMP1465,D09,Active,51405.46,Average,True
EMP1466,D06,Inactive,101238.96,Average,True
EMP1467,D12,Inactive,52169.52,Excellent,False
EMP1470,D32,Pending,84366.38,Excellent,False
EMP1471,D33,Pending,92015.09,Average,True
EMP1472,D02,Inactive,83149.95,Average,False
EMP1473,D13,Inactive,94930.65,Good,False
EMP1474,D06,Inactive,68430.72,Good,True
EMP1475,D04,Active,98752.97,Excellent,False
EMP1478,D12,Pending,90003.98,Average,False
EMP1479,D28,Active,106592.25,Average,True
EMP1480,D29,Active,93905.83,Average,True
EMP1481,D30,Active,88945.49,Good,False
EMP1483,D24,Pending,90787.4,Average,False
EMP1484,D04,Inactive,87494.34,Average,True
EMP1485,D13,Inactive,92627.35,Average,False
EMP1486,D10,Pending,98556.29,Poor,True
EMP1487,D15,Inactive,112792.2,Good,True
EMP1488,D26,Pending,56875.22,Poor,False
EMP1489,D29,Inactive,101015.96,Poor,True
EMP1490,D28,Inactive,83912.22,Average,False
EMP1491,D16,Active,99669.86,Average,False
EMP1492,D24,Active,52314.97,Excellent,False
EMP1493,D21,Inactive,77785.96,Excellent,False
EMP1494,D26,Pending,62430.86,Poor,False
EMP1495,D18,Pending,98219.54,Good,True
EMP1496,D10,Active,65494.58,Average,True
EMP1497,D29,Pending,110524.1,Average,False
EMP1498,D02,Active,106060.54,Poor,False
EMP1499,D17,Inactive,67639.91,Excellent,True
EMP1501,D30,Inactive,73539.86,Excellent,True
EMP1502,D36,Pending,70915.38,Excellent,True
EMP1503,D07,Pending,97652.9,Excellent,False
EMP1504,D26,Inactive,101571.25,Excellent,False
EMP1505,D35,Active,87424.46,Average,True
EMP1507,D01,Pending,89132.22,Excellent,True
EMP1508,D18,Active,111000.26,Good,False
EMP1509,D23,Inactive,109584.97,Poor,True
EMP1510,D10,Active,97648.84,Good,False
EMP1511,D24,Active,78643.43,Good,True
EMP1512,D36,Active,55656.8,Good,True
EMP1513,D30,Active,69146.95,Excellent,False
EMP1515,D17,Active,87364.78,Good,False
EMP1516,D16,Active,50288.67,Excellent,False
EMP1517,D06,Active,85233.55,Good,True
EMP1518,D21,Inactive,86420.19,Good,False
EMP1519,D26,Inactive,63189.82,Excellent,False
EMP1520,D24,Pending,64783.32,Average,False
EMP1521,D36,Pending,52615.44,Average,False
EMP1523,D30,Inactive,76617.76,Excellent,True
EMP1524,D02,Pending,50651.32,Poor,False
EMP1528,D07,Active,115318.7,Excellent,False
EMP1529,D30,Active,90190.69,Poor,True
EMP1531,D26,Active,106922.49,Excellent,True
EMP1532,D01,Inactive,58113.07,Average,True
EMP1533,D02,Pending,73006.26,Poor,True
EMP1534,D21,Active,78054.43,Poor,True
EMP1535,D29,Inactive,112028.67,Excellent,False
EMP1536,D14,Inactive,83787.24,Good,True
EMP1537,D07,Inactive,52017.14,Average,True
EMP1538,D09,Inactive,53218.06,Average,False
EMP1539,D35,Pending,102053.67,Average,False
EMP1540,D12,Pending,93276.73,Average,False
EMP1541,D36,Pending,76941.36,Poor,True
EMP1542,D31,Pending,82850.23,Poor,False
EMP1543,D19,Active,117910.15,Good,False
EMP1545,D17,Inactive,118646.95,Average,False
EMP1546,D17,Active,88436.92,Excellent,False
EMP1548,D19,Pending,93383.06,Average,False
EMP1549,D34,Pending,50153.79,Good,True
EMP1551,D33,Pending,63128.04,Poor,False
EMP1552,D28,Pending,57543.6,Good,True
EMP1553,D13,Pending,59424.52,Good,False
EMP1555,D03,Pending,92431.25,Average,False
EMP1556,D27,Active,77850.9,Average,True
EMP1557,D24,Inactive,99001.0,Good,True
EMP1559,D31,Pending,118262.56,Average,True
EMP1560,D23,Inactive,89944.67,Poor,False
EMP1562,D18,Active,97837.32,Excellent,False
EMP1563,D10,Active,106981.84,Poor,True
EMP1565,D17,Pending,117608.32,Good,True
EMP1566,D07,Active,99324.03,Excellent,False
EMP1567,D26,Active,55212.83,Excellent,True
EMP1568,D03,Inactive,68496.77,Average,False
EMP1569,D26,Pending,52795.84,Poor,False
EMP1572,D06,Active,73231.85,Poor,False
EMP1574,D28,Pending,114302.51,Poor,False
EMP1575,D09,Inactive,87816.61,Poor,False
EMP1578,D35,Active,97978.36,Poor,True
EMP1580,D13,Inactive,56126.46,Poor,True
EMP1585,D16,Active,77369.48,Average,False
EMP1586,D36,Pending,76119.14,Good,False
EMP1587,D34,Pending,77585.72,Excellent,False
EMP1588,D02,Pending,74069.62,Good,False
EMP1589,D24,Pending,67691.92,Average,True
EMP1591,D08,Inactive,74999.69,Good,True
EMP1592,D23,Active,72245.02,Poor,True
EMP1594,D06,Active,101787.14,Good,False
EMP1595,D35,Inactive,83596.78,Average,False
EMP1596,D04,Active,92463.94,Average,True
EMP1600,D27,Inactive,82529.08,Excellent,True
EMP1601,D04,Pending,109358.73,Good,False
EMP1603,D20,Active,84134.95,Poor,True
EMP1604,D15,Active,113540.83,Good,True
EMP1605,D34,Pending,57225.75,Average,True
EMP1606,D12,Pending,76366.17,Excellent,False
EMP1608,D32,Active,111742.4,Average,True
EMP1609,D27,Inactive,60516.83,Good,False
EMP1610,D19,Pending,83706.17,Average,False
EMP1612,D08,Active,90058.85,Poor,False
EMP1613,D07,Pending,94633.59,Average,True
EMP1614,D25,Pending,110711.17,Excellent,True
EMP1616,D12,Active,76474.79,Excellent,True
EMP1617,D12,Pending,107855.99,Excellent,False
EMP1618,D12,Active,104870.78,Excellent,True
EMP1621,D23,Pending,108603.34,Excellent,False
EMP1622,D26,Active,55867.23,Excellent,False
EMP1623,D14,Pending,105259.57,Good,True
EMP1625,D25,Pending,67754.29,Average,True
EMP1627,D23,Pending,67764.44,Poor,False
EMP1628,D31,Pending,102346.99,Excellent,True
EMP1629,D10,Inactive,73690.65,Good,True
EMP1630,D13,Active,56376.2,Average,True
EMP1631,D33,Active,55602.78,Good,False
EMP1632,D27,Pending,99812.41,Good,False
EMP1633,D09,Active,95981.9,Average,True
EMP1634,D11,Pending,98891.48,Good,True
EMP1635,D02,Active,56079.0,Average,True
EMP1637,D22,Pending,89137.97,Average,False
EMP1638,D10,Active,115079.97,Excellent,True
EMP1639,D32,Active,55067.02,Poor,True
EMP1641,D26,Pending,112756.67,Average,True
EMP1642,D20,Inactive,105205.92,Poor,False
EMP1643,D19,Pending,50680.62,Average,True
EMP1644,D03,Pending,107475.23,Average,False
EMP1645,D21,Active,68835.3,Good,True
EMP1646,D31,Active,66943.96,Poor,True
EMP1647,D10,Inactive,104525.69,Excellent,False
EMP1648,D04,Pending,109360.74,Average,True
EMP1649,D22,Inactive,118907.63,Poor,False
EMP1650,D10,Active,86801.48,Good,False
EMP1652,D30,Active,64752.67,Poor,False
EMP1653,D22,Active,68399.43,Excellent,False
EMP1654,D25,Inactive,79336.51,Excellent,False
EMP1655,D26,Active,59179.74,Excellent,False
EMP1656,D01,Active,80255.31,Average,False
EMP1657,D09,Active,84971.85,Average,False
EMP1658,D21,Pending,89748.42,Good,False
EMP1659,D18,Inactive,94090.35,Good,False
EMP1660,D21,Pending,115229.12,Poor,True
EMP1661,D33,Pending,63927.07,Good,True
EMP1662,D21,Pending,84124.56,Excellent,False
EMP1663,D22,Inactive,116961.61,Excellent,True
EMP1664,D08,Pending,109423.05,Average,False
EMP1665,D18,Inactive,70394.94,Excellent,False
EMP1666,D19,Pending,86465.5,Poor,True
EMP1667,D05,Pending,96341.58,Excellent,False
EMP1668,D25,Active,54465.47,Excellent,False
EMP1669,D32,Active,68371.66,Poor,False
EMP1670,D24,Pending,81021.23,Good,False
EMP1671,D15,Inactive,114069.07,Good,True
EMP1674,D32,Active,56268.78,Excellent,False
EMP1675,D18,Active,86632.14,Poor,True
EMP1676,D26,Pending,98143.9,Excellent,False
EMP1678,D32,Inactive,67492.73,Excellent,True
EMP1679,D18,Active,93772.61,Poor,False
EMP1680,D35,Pending,68817.54,Excellent,False
EMP1681,D18,Active,81874.01,Good,True
EMP1682,D20,Active,117880.14,Average,False
EMP1683,D06,Pending,100897.49,Average,True
EMP1684,D28,Inactive,71810.37,Average,True
EMP1685,D30,Inactive,109048.24,Poor,False
EMP1686,D09,Pending,62712.26,Average,False
EMP1687,D34,Pending,76935.85,Good,True
EMP1688,D25,Pending,56577.22,Poor,True
EMP1689,D13,Inactive,61102.8,Good,True
EMP1690,D13,Inactive,75229.87,Excellent,True
EMP1691,D02,Inactive,51054.74,Excellent,False
EMP1692,D14,Active,104843.27,Excellent,False
EMP1693,D05,Active,56398.11,Excellent,False
EMP1694,D36,Active,87544.73,Good,False
EMP1695,D23,Pending,74312.24,Poor,False
EMP1696,D29,Inactive,59431.25,Poor,True
EMP1697,D22,Pending,84306.44,Average,False
EMP1698,D29,Inactive,108194.47,Good,False
EMP1699,D16,Inactive,107359.3,Excellent,False
EMP1702,D27,Inactive,88602.75,Average,True
EMP1703,D01,Active,86624.04,Good,True
EMP1704,D05,Active,63413.16,Good,True
EMP1705,D12,Pending,67915.7,Good,False
EMP1706,D02,Inactive,108245.44,Poor,True
EMP1707,D27,Inactive,75834.81,Excellent,True
EMP1709,D31,Pending,63262.23,Good,False
EMP1711,D35,Inactive,57287.17,Average,True
EMP1713,D22,Inactive,103492.91,Poor,False
EMP1715,D17,Inactive,100841.93,Poor,True
EMP1717,D01,Pending,88942.62,Average,False
EMP1718,D03,Inactive,59688.57,Average,False
EMP1719,D21,Active,77985.88,Average,True
EMP1720,D28,Inactive,112931.69,Poor,False
EMP1722,D26,Inactive,58437.84,Good,True
EMP1723,D33,Pending,72352.16,Average,True
EMP1726,D20,Inactive,102172.05,Poor,False
EMP1727,D32,Inactive,98850.94,Excellent,True
EMP1729,D33,Inactive,97931.66,Average,True
EMP1730,D19,Inactive,72451.69,Poor,True
EMP1731,D18,Pending,119311.14,Poor,True
EMP1732,D05,Active,76167.46,Good,False
EMP1733,D30,Active,114871.08,Average,False
EMP1734,D36,Active,81504.31,Excellent,False
EMP1736,D32,Pending,53043.74,Excellent,True
EMP1737,D08,Inactive,82547.26,Excellent,True
EMP1738,D01,Pending,113900.81,Average,True
EMP1739,D36,Inactive,118585.5,Average,True
EMP1740,D32,Pending,63049.22,Poor,True
EMP1742,D31,Active,97901.79,Average,True
EMP1743,D22,Active,68037.56,Average,False
EMP1745,D27,Pending,93786.72,Poor,False
EMP1747,D12,Pending,64161.72,Excellent,True
EMP1748,D02,Pending,72224.73,Average,False
EMP1749,D06,Pending,103580.45,Excellent,False
EMP1750,D26,Pending,112589.11,Average,False
EMP1751,D14,Active,51833.88,Average,True
EMP1753,D29,Active,109229.68,Poor,True
EMP1754,D17,Inactive,61465.05,Average,False
EMP1755,D26,Active,96993.74,Poor,False
EMP1756,D25,Pending,98150.39,Good,True
EMP1757,D09,Pending,107703.0,Average,False
